filename,lob,SectionID,SectionName,CLASLabel,ScreenField,CLASField,Type,Required,Length,Allowkeys,Min-Max,Tooltip,Enable,DropdownValue,StoredValue,ErrorMessage,Comments
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocForgAlterAmt,,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Forged Credit Card Written Instrument,chkCpPfMltDedSLocForgCCWI,CpPfMltDedSLocForgCCWIInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocForgCCWIPct,,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,""" ' ""$",ddlCpPfMltDedSLocForgCCWIAmt,,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,Money and Securities - Inside the Premises,chkCpPfMltDedSLocMSInside,CpPfMltDedSLocMSInsideInd,CheckBox,,,,,1.),,,Y,,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocMSInsidePct,,DropDownList,,,,,1.),,"1.)Proc name: uspSelect_CP_Percatge_Loss_Deductible
,Key name:PFPercent,Paramater:"," Help_Value
",,
CPPropertyInput.aspx,WebApplications,splScheduledLocationsandProperty, Multiple Deductible - Scheduled Locations and Property,,ddlCpPfMltDedSLocMSInsideAmt,,DropDownList,,,,,1.),,,,,
,,,,,,,,,,,,,,,,,
